num_heads_removed,mean_kl_div,order_type
0,0.0,syn_red
1,0.00550040034771276,syn_red
2,0.014882879603343705,syn_red
3,0.023391865411152443,syn_red
4,0.023066176318873963,syn_red
5,0.03274363621603697,syn_red
6,0.13954894760002692,syn_red
7,0.14736347030848265,syn_red
8,0.16883210589488348,syn_red
9,0.1727171833316485,syn_red
10,0.17027596111098925,syn_red
11,0.18914216222862404,syn_red
12,0.1967491342375676,syn_red
13,0.19751003210743268,syn_red
14,0.2126219761868318,syn_red
15,0.23142955961326758,syn_red
16,0.23885396073261897,syn_red
17,0.25543497515221436,syn_red
18,0.3174176725248496,syn_red
19,0.33696206857760747,syn_red
20,0.33566892010470234,syn_red
21,0.3935294623176257,syn_red
22,0.4020895545681318,syn_red
23,0.4045878584186236,syn_red
24,0.40097626571853956,syn_red
25,0.4085200493534406,syn_red
26,0.41514445717136067,syn_red
27,0.43798508644104006,syn_red
28,0.43902701859672866,syn_red
29,0.46912129993240037,syn_red
30,0.48929736713568367,syn_red
31,0.49631901929775873,syn_red
32,0.4994003114600976,syn_red
33,0.5098760791122914,syn_red
34,0.5098090097308159,syn_red
35,0.5579919641216596,syn_red
36,0.5597739746173223,syn_red
37,0.5663376706341903,syn_red
38,0.5382499833901723,syn_red
39,0.5293294129272302,syn_red
40,0.5408754882713159,syn_red
41,0.5930112138390541,syn_red
42,0.6039047760268053,syn_red
43,0.6141557974119981,syn_red
44,0.6129181325435639,syn_red
45,0.6064413189888,syn_red
46,0.6145512372255325,syn_red
47,0.9512213716904322,syn_red
48,0.9568831528226535,syn_red
49,0.9963461508353552,syn_red
50,1.002130604783694,syn_red
51,1.0055637990434965,syn_red
52,1.2035080323616663,syn_red
53,1.2000634849071503,syn_red
54,1.2520000328620275,syn_red
55,1.2756160666545233,syn_red
56,1.470140982667605,syn_red
57,1.4824424932400386,syn_red
58,1.5227857192357381,syn_red
59,1.493387637535731,syn_red
60,1.6607289572556814,syn_red
61,1.641514038046201,syn_red
62,1.592402070760727,syn_red
63,1.6611880213022232,syn_red
64,1.6386940022309622,syn_red
65,1.7445678651332854,syn_red
66,1.7395953754583995,syn_red
67,1.803617270787557,syn_red
68,1.80567493836085,syn_red
69,1.8235462089379628,syn_red
70,2.0536662260691325,syn_red
71,2.029646583398183,syn_red
72,2.0649925390879313,syn_red
73,2.0884837408860526,syn_red
74,2.1546675503253936,syn_red
75,2.142961762348811,syn_red
76,2.3518859446048737,syn_red
77,2.337725297609965,syn_red
78,2.3860852738221485,syn_red
79,2.378029529253642,syn_red
80,2.386702009042104,syn_red
81,2.428617376089096,syn_red
82,2.6082927942276,syn_red
83,2.385811807711919,syn_red
84,2.6292480607827504,syn_red
85,2.84410737156868,syn_red
86,2.899231896797816,syn_red
87,2.9870187819004057,syn_red
88,2.7406977236270906,syn_red
89,2.749253918727239,syn_red
90,2.813001428047816,syn_red
91,3.0202678640683494,syn_red
92,3.0249798675378163,syn_red
93,2.9647605160872144,syn_red
94,3.178604777654012,syn_red
95,3.2221673011779783,syn_red
96,2.9783459067344666,syn_red
97,3.040698440869649,syn_red
98,3.124285105864207,syn_red
99,3.114939053853353,syn_red
100,3.136877683798472,syn_red
101,3.192409896850586,syn_red
102,3.281201906998952,syn_red
103,3.323330287138621,syn_red
104,3.7463802695274353,syn_red
105,3.782584083080292,syn_red
106,3.961584520339966,syn_red
107,3.982442609469096,syn_red
108,3.9557104110717773,syn_red
109,4.028060531616211,syn_red
110,4.074080308278401,syn_red
111,4.131627158323924,syn_red
112,4.142851750055949,syn_red
113,4.218649176756541,syn_red
114,4.225547357400258,syn_red
115,4.194396738211314,syn_red
116,4.197361461321512,syn_red
117,4.199121479193369,syn_red
118,4.188042930761973,syn_red
119,4.20121244986852,syn_red
120,4.258440613746643,syn_red
121,4.263442842165629,syn_red
122,4.3398689270019535,syn_red
123,4.471096555391948,syn_red
124,4.519382357597351,syn_red
125,4.54857634305954,syn_red
126,4.533500401178996,syn_red
127,4.5844454884529116,syn_red
128,4.599875851472219,syn_red
0,0.0,random_0
1,0.0012012375234917271,random_0
2,0.009621853944069395,random_0
3,0.01690893560104693,random_0
4,0.13218209954599539,random_0
5,0.17644355042527118,random_0
6,0.17257863351454336,random_0
7,0.19278273191303014,random_0
8,0.20139381792396308,random_0
9,0.20669529338677725,random_0
10,0.20731075530250867,random_0
11,0.22780476069698732,random_0
12,0.2271927369137605,random_0
13,0.2294089881082376,random_0
14,0.22997664368400972,random_0
15,0.23369199528048437,random_0
16,0.23068940571198862,random_0
17,0.26310265238086383,random_0
18,0.2658625114709139,random_0
19,0.2917168952524662,random_0
20,0.2876049044231574,random_0
21,0.2865900292992592,random_0
22,0.29929103205601376,random_0
23,0.2974636639157931,random_0
24,0.30021489597857,random_0
25,0.30348668694496156,random_0
26,0.30612316032250725,random_0
27,0.30929737612605096,random_0
28,0.31026056309541067,random_0
29,0.36332481130957606,random_0
30,0.3660531016687552,random_0
31,0.3732244941095511,random_0
32,0.37630108892917635,random_0
33,0.41281331901748974,random_0
34,0.5474065370857716,random_0
35,0.6203396206100782,random_0
36,0.6636341124773025,random_0
37,0.6878961145877838,random_0
38,0.7248321170608203,random_0
39,0.730941055715084,random_0
40,0.7502278616031011,random_0
41,0.758532973130544,random_0
42,0.7703042661150297,random_0
43,0.7704673955837885,random_0
44,0.8027679329117139,random_0
45,0.815948482354482,random_0
46,0.8065566052993138,random_0
47,0.7938423693180084,random_0
48,0.7903170655171077,random_0
49,0.797183366616567,random_0
50,0.7661596695582072,random_0
51,0.7756192068258921,random_0
52,0.786334161957105,random_0
53,0.8184188932180405,random_0
54,0.7805464044213295,random_0
55,0.7840457136432329,random_0
56,0.7967353959878286,random_0
57,0.8091755926609039,random_0
58,0.8436932235956192,random_0
59,0.9349750260512034,random_0
60,1.0001171762744585,random_0
61,1.0346814518173535,random_0
62,1.256817622979482,random_0
63,1.2549374833703042,random_0
64,1.2279580881198247,random_0
65,1.12981635282437,random_0
66,0.9107144420345624,random_0
67,0.9352311174074809,random_0
68,0.9432029207547505,random_0
69,0.9550564721226692,random_0
70,0.95507582873106,random_0
71,0.9725763112306595,random_0
72,0.9660873159766197,random_0
73,0.9998530228932698,random_0
74,1.0198033183813096,random_0
75,0.9927059625585873,random_0
76,1.0030637462933858,random_0
77,1.1096249947945276,random_0
78,1.1749017099539438,random_0
79,1.723932538429896,random_0
80,1.8725789507230124,random_0
81,2.084265094995499,random_0
82,2.154794203241666,random_0
83,2.5102442185084026,random_0
84,2.585069755713145,random_0
85,2.473483568429947,random_0
86,2.461259945233663,random_0
87,2.456537197033564,random_0
88,2.509041359027227,random_0
89,2.5299782474835713,random_0
90,2.6781044522921245,random_0
91,2.7357133547465007,random_0
92,2.7413597722848255,random_0
93,2.777118021249771,random_0
94,2.936593621969223,random_0
95,3.0915947834650677,random_0
96,3.1358607172966004,random_0
97,3.2730538467566173,random_0
98,3.296862957874934,random_0
99,3.3352264364560447,random_0
100,3.3736217896143597,random_0
101,3.3826477507750194,random_0
102,3.388271387418111,random_0
103,3.420485486586889,random_0
104,3.5348601579666137,random_0
105,3.615299183130264,random_0
106,3.6980111459891,random_0
107,3.7154737869898478,random_0
108,3.717255498965581,random_0
109,3.6441924035549165,random_0
110,3.6706479926904043,random_0
111,3.744483063618342,random_0
112,3.739396693309148,random_0
113,3.723956400156021,random_0
114,3.8804322640101114,random_0
115,3.850473113854726,random_0
116,3.919231343269348,random_0
117,4.015766203403473,random_0
118,4.0904314637184145,random_0
119,4.08037295738856,random_0
120,4.068517140547434,random_0
121,4.111868699391683,random_0
122,4.501235504945119,random_0
123,4.4865842660268145,random_0
