num_heads_removed,mean_kl_div,order_type
0,0.0,syn_red
1,0.010822027684965482,syn_red
2,0.01824220687461396,syn_red
3,0.019348712218925358,syn_red
4,0.018911411931427816,syn_red
5,0.023954439353353032,syn_red
6,0.033756637239518265,syn_red
7,0.04199187043122947,syn_red
8,0.04643666990256558,syn_red
9,0.05335043769640227,syn_red
10,0.05558596874276797,syn_red
11,0.07692227793547014,syn_red
12,0.08633744103523593,syn_red
13,0.11216780858424803,syn_red
14,0.11968561739971241,syn_red
15,0.12630312599552174,syn_red
16,0.13569881402266523,syn_red
17,0.1443278402245293,syn_red
18,0.1492384501422445,syn_red
19,0.1551195786955456,syn_red
20,0.15780751996984085,syn_red
21,0.1731233112514019,syn_red
22,0.19203106593340635,syn_red
23,0.19282964896410704,syn_red
24,0.2045107423638304,syn_red
25,0.22230655734116833,syn_red
26,0.23335325391963124,syn_red
27,0.2379373318205277,syn_red
28,0.24149165333559117,syn_red
29,0.24625027747824788,syn_red
30,0.2493551643565297,syn_red
31,0.26383666157101593,syn_red
32,0.2839332619061073,syn_red
33,0.2918921925127506,syn_red
34,0.31178080284347137,syn_red
35,0.331545907817781,syn_red
36,0.3350459296256304,syn_red
37,0.34348843675106766,syn_red
38,0.5247450997432073,syn_red
39,0.5271540818115076,syn_red
40,0.5746949014564355,syn_red
41,0.5725000244875749,syn_red
42,0.6136392111579577,syn_red
43,0.6351653782029947,syn_red
44,0.6524416523675124,syn_red
45,0.6441651540497939,syn_red
46,0.6245016679167747,syn_red
47,0.6277577295899391,syn_red
48,0.6304129168391228,syn_red
49,0.6351235998173554,syn_red
50,0.663306438177824,syn_red
51,0.6626322863002618,syn_red
52,0.6716807027657826,syn_red
53,0.6550781721870105,syn_red
54,0.6860088502367337,syn_red
55,0.7790267611543338,syn_red
56,0.808643049498399,syn_red
57,0.8230979974071185,syn_red
58,0.8124202261368434,syn_red
59,0.8947894021868705,syn_red
60,0.9019508317112923,syn_red
61,0.894507593413194,syn_red
62,0.9233382269740105,syn_red
63,0.88320725162824,syn_red
64,1.0610592489441235,syn_red
65,1.0530000189940134,syn_red
66,1.0501545955737432,syn_red
67,1.0714498470226923,syn_red
68,1.126120529572169,syn_red
69,1.1448235780000686,syn_red
70,1.223226527372996,syn_red
71,1.3379297097524008,syn_red
72,1.362414836883545,syn_red
73,1.4513314813375473,syn_red
74,1.5499184548854827,syn_red
75,1.583693410952886,syn_red
76,1.7292462458213171,syn_red
77,1.88459632396698,syn_red
78,1.8581497301657994,syn_red
79,2.0143541932106017,syn_red
80,2.0167866855859757,syn_red
81,2.0562075674533844,syn_red
82,2.6356701513131457,syn_red
83,2.6377679030100505,syn_red
84,2.6943891803423563,syn_red
85,2.661511023839315,syn_red
86,2.464866006374359,syn_red
87,2.4641028781731924,syn_red
88,2.585230803489685,syn_red
89,2.8380536774794263,syn_red
90,2.9904000242551168,syn_red
91,3.1520939389864604,syn_red
92,3.118073441584905,syn_red
93,3.1089607497056324,syn_red
94,3.245695586999257,syn_red
95,3.225117439031601,syn_red
96,3.717069482803345,syn_red
97,3.7119261185328165,syn_red
98,3.7128795186678567,syn_red
99,3.710090521971385,syn_red
100,3.6857534805933634,syn_red
101,3.699949272473653,syn_red
102,3.7088961780071257,syn_red
103,3.7386805256207785,syn_red
104,3.754271916548411,syn_red
105,3.8218839327494303,syn_red
106,3.839205280939738,syn_red
107,3.870963994661967,syn_red
108,4.041908860206604,syn_red
109,4.020390570163727,syn_red
110,4.02758074204127,syn_red
111,3.996770652135213,syn_red
112,3.991605222225189,syn_red
113,4.045376666386923,syn_red
114,4.0547405997912085,syn_red
115,4.096603000164032,syn_red
116,4.071589155991872,syn_red
117,4.076348574956258,syn_red
118,4.204511264959971,syn_red
119,4.19833767414093,syn_red
120,4.339102399349213,syn_red
121,4.406946186224619,syn_red
122,4.407193648815155,syn_red
123,4.449981741110483,syn_red
124,4.476726984977722,syn_red
125,4.526273266474406,syn_red
126,4.541454660892486,syn_red
127,4.524238856633504,syn_red
128,4.600481081008911,syn_red
0,0.0,random_0
1,0.008143440511776134,random_0
2,0.01800065206674238,random_0
3,0.018630049602749447,random_0
4,0.07267629249642292,random_0
5,0.08380767696847519,random_0
6,0.08883178265144427,random_0
7,0.09858563548574845,random_0
8,0.0998807966709137,random_0
9,0.1149035748715202,random_0
10,0.1241032791013519,random_0
11,0.14303829049070677,random_0
12,0.15043962274988493,random_0
13,0.15256430593629677,random_0
14,0.16653725281357765,random_0
15,0.16440653416017692,random_0
16,0.18503405240674814,random_0
17,0.2691801607608795,random_0
18,0.2792827638487021,random_0
19,0.31158107705414295,random_0
20,0.32622655257582667,random_0
21,0.31575593327482543,random_0
22,0.3160541700820128,random_0
23,0.3888667815675338,random_0
24,0.4136700155834357,random_0
25,0.4139780536293983,random_0
26,0.4203789463887612,random_0
27,0.4297662278016408,random_0
28,0.4430679007122914,random_0
29,0.4561515532433987,random_0
30,0.475464837004741,random_0
31,0.5253098612030347,random_0
32,0.5560055933892727,random_0
33,0.509407160182794,random_0
34,0.5747505438824495,random_0
35,0.7085170120000839,random_0
36,0.7487929622332256,random_0
37,0.8021007736523946,random_0
38,0.9530761644244194,random_0
39,1.154469942053159,random_0
40,1.1552891393502553,random_0
41,1.35745882888635,random_0
42,1.4151077965895336,random_0
43,1.4452037513256073,random_0
44,1.427738786737124,random_0
45,1.483292316397031,random_0
46,1.4922956734895707,random_0
47,1.57469595571359,random_0
48,1.692219157020251,random_0
49,1.7079153885444005,random_0
50,1.8285375525554022,random_0
51,1.8650078137715658,random_0
52,1.8392318665981293,random_0
53,1.8360738575458526,random_0
54,1.4806546807289123,random_0
55,1.538395024339358,random_0
56,1.5894441614548365,random_0
57,1.6578788916269938,random_0
58,1.7511674513419468,random_0
59,1.7629302581151327,random_0
60,1.810577169060707,random_0
61,1.8788703074057898,random_0
62,1.9047029882669448,random_0
63,1.7856094678243002,random_0
64,1.8547277619441351,random_0
65,1.9661126832167308,random_0
66,2.044568888346354,random_0
67,2.0645706256230674,random_0
68,2.1116193373998007,random_0
69,2.2172598342100778,random_0
70,2.2078520198663076,random_0
71,2.186320326725642,random_0
72,2.313166316350301,random_0
73,2.2996175905068714,random_0
74,2.3232352157433827,random_0
75,2.3375745097796123,random_0
76,2.3409788846969604,random_0
77,2.3502865473429364,random_0
78,2.483088940382004,random_0
79,2.594654663403829,random_0
80,2.5918158888816833,random_0
81,2.5965685725212095,random_0
82,2.704368841648102,random_0
83,2.6869863986968996,random_0
84,2.7150761226813,random_0
85,2.90447536110878,random_0
86,2.9145465393861136,random_0
87,2.994892410437266,random_0
88,3.0285671095053357,random_0
89,3.351213081677755,random_0
90,3.4486984848976134,random_0
91,3.4464244564374287,random_0
92,3.4903630018234253,random_0
93,3.4955157041549683,random_0
94,3.6116680026054384,random_0
95,3.7008264025052386,random_0
96,3.7113694032033284,random_0
97,3.7302152713139853,random_0
98,3.8431723515192666,random_0
99,3.8398045619328816,random_0
100,3.762365408738454,random_0
101,3.7692564368247985,random_0
102,3.765430235862732,random_0
103,3.7746786435445148,random_0
104,3.8841521739959717,random_0
105,3.920422673225403,random_0
106,3.9451057354609174,random_0
107,3.954344689846039,random_0
108,3.9590069532394407,random_0
109,3.9816572427749635,random_0
110,3.991368802388509,random_0
111,4.0016999046007795,random_0
112,4.0438653786977135,random_0
113,4.077803115049998,random_0
114,4.1114963809649145,random_0
115,4.143314552307129,random_0
116,4.110396544138591,random_0
117,4.0883976221084595,random_0
118,4.074754695097606,random_0
119,4.076456928253174,random_0
120,4.067851893107096,random_0
121,4.118687423070272,random_0
122,4.35873871644338,random_0
123,4.403283603986105,random_0
124,4.476551294326782,random_0
125,4.4870991508166,random_0
126,4.595507403214772,random_0
127,4.59370318253835,random_0
128,4.600481081008911,random_0
0,0.0,random_1
1,0.0011507507765297002,random_1
2,0.004966783432367569,random_1
3,0.007545793941244483,random_1
4,0.010591544175986201,random_1
5,0.03463141875496755,random_1
6,0.04130563932315757,random_1
7,0.043655556486919524,random_1
8,0.07337317932397128,random_1
9,0.06828818841216465,random_1
10,0.11982408196975787,random_1
11,0.12395372837781907,random_1
