head_idx,layer,head_in_layer,avg_synergy,avg_redundancy,syn_rank,red_rank,syn_red_score
139,17,3,0.012125547120596561,0.0030300133688492556,51,89,0.4675324675324675
140,17,4,0.0378232598204166,0.009279072494367706,185,311,0.37962037962037964
141,17,5,0.06572764161247081,0.010567355440781096,436,356,0.5854145854145855
142,17,6,0.04948856737977737,0.0053548521006763555,265,192,0.5784215784215784
143,17,7,0.014575998823872121,0.002046653884785525,67,51,0.5214785214785215
144,18,0,0.0823006136622019,0.014238005891722244,626,450,0.6813186813186813
145,18,1,0.07665775280997619,0.023784902933252177,569,627,0.44755244755244755
146,18,2,0.022473609104762295,0.004423307681688214,104,143,0.46653346653346656
147,18,3,0.08046190176683861,0.015974679699867465,601,486,0.6203796203796204
148,18,4,0.07684082658190791,0.02431572235169907,570,634,0.44155844155844154
149,18,5,0.0794351592478087,0.011882876838255167,591,384,0.7122877122877123
150,18,6,0.0947732254355251,0.016756080340346258,723,509,0.7192807192807192
151,18,7,0.09298148330977113,0.009189878502093173,712,307,0.9100899100899101
152,19,0,0.08668463263165019,0.02595853310139295,669,653,0.5214785214785215
153,19,1,0.03410941387957887,0.005328411477405488,161,191,0.4755244755244755
154,19,2,0.09448974155038706,0.020625844520877058,721,572,0.6543456543456544
155,19,3,0.11212379327680574,0.015572816935078799,765,478,0.7922077922077922
156,19,4,0.0860923540481342,0.0049248129519578986,665,170,1.0
157,19,5,0.0941433413811129,0.01612964021080969,719,489,0.7352647352647352
158,19,6,0.10911556493564603,0.02587194466262497,761,651,0.6153846153846154
159,19,7,0.05029827890591367,0.01913957048778454,272,547,0.23076923076923078
160,20,0,0.02608911895398083,0.006053044090671075,119,217,0.4075924075924076
161,20,1,0.0776283465816898,0.020626673057056916,578,573,0.5104895104895105
162,20,2,0.05963919929932828,0.006942343516193242,355,243,0.6173826173826173
163,20,3,0.10586713750665358,0.021756308487196587,755,595,0.6653346653346653
164,20,4,0.03582538608298997,0.004436018542287274,169,144,0.5304695304695305
165,20,5,0.010784644029627918,0.00481167521026737,46,164,0.3876123876123876
166,20,6,0.051476693664050936,0.004454537667292048,278,147,0.6363636363636364
167,20,7,0.017488115060219984,0.003315346355446318,82,96,0.4915084915084915
168,21,0,0.05977954959604478,0.017286109614652927,358,522,0.34165834165834164
169,21,1,0.03822029735181796,0.010019918220624915,189,335,0.3596403596403596
170,21,2,0.05532256438946158,0.012727546269439293,309,413,0.4015984015984016
171,21,3,0.06357860829855336,0.0119946149825776,409,390,0.5244755244755245
172,21,4,0.05587037968989269,0.005364979236421972,315,193,0.6273726273726273
173,21,5,0.10478386782294977,0.014996149289640484,753,471,0.7872127872127872
174,21,6,0.06093602620157654,0.014484156365785332,374,459,0.4205794205794206
175,21,7,0.0857044633170507,0.008088274121681923,660,277,0.8881118881118881
176,22,0,0.07994866598477035,0.016550218776017978,596,504,0.5974025974025974
177,22,1,0.059845585396538364,0.036372535081591294,360,755,0.1108891108891109
178,22,2,0.10051519673474557,0.028903449599762928,740,687,0.5584415584415584
179,22,3,0.05587694719700934,0.019038579393931932,316,544,0.2777222777222777
180,22,4,0.04603532437582085,0.01607971295730312,240,487,0.25874125874125875
181,22,5,0.06874234212949858,0.006669078247672091,468,236,0.7372627372627373
182,22,6,0.07701841009119827,0.014656347451486949,573,462,0.6163836163836164
183,22,7,0.045524085797065725,0.013625304315586369,232,435,0.3026973026973027
184,23,0,0.07690526220410078,0.023783120077464096,571,626,0.45054945054945056
185,23,1,0.027922132541218926,0.005821563357342572,132,204,0.43356643356643354
186,23,2,0.06214205486204515,0.03312352785293281,392,728,0.16983016983016982
187,23,3,0.035248995320478066,0.009666785419107865,167,324,0.34865134865134867
188,23,4,0.04520223597406869,0.012578874844216117,230,407,0.32867132867132864
189,23,5,0.06938319401978946,0.023350602868780535,481,616,0.3706293706293706
190,23,6,0.08684128788796482,0.016207626617316707,671,493,0.6833166833166833
191,23,7,0.09619285103480361,0.024703836861184953,726,640,0.5914085914085914
192,24,0,0.07102220145075526,0.03374344895374184,508,735,0.2787212787212787
193,24,1,0.02116674362785458,0.007506881718355587,101,261,0.34565434565434566
194,24,2,0.06822534222860492,0.013109395811827969,461,419,0.5474525474525475
195,24,3,0.08170289987845845,0.010907478268802647,616,366,0.7552447552447552
196,24,4,0.061169775519352106,0.016440903789193786,377,501,0.38161838161838163
197,24,5,0.044850293983998035,0.00747637447630888,229,259,0.4755244755244755
198,24,6,0.07286848337074163,0.008053607650937305,532,272,0.7652347652347652
199,24,7,0.04601415151353097,0.013462150098838666,239,428,0.3166833166833167
200,25,0,0.08342469303072621,0.019201843198755342,637,548,0.5944055944055944
201,25,1,0.046459370135501325,0.0123593663443116,244,399,0.35064935064935066
202,25,2,0.07536713574677927,0.024689604205678582,555,639,0.42157842157842157
203,25,3,0.08179057808862086,0.030135174814004736,618,705,0.41858141858141856
204,25,4,0.05303707310085802,0.00784448028805793,295,268,0.5324675324675324
205,25,5,0.07469558346673565,0.026030181881418986,548,655,0.3986013986013986
206,25,6,0.048651374897281066,0.011511669291935612,257,376,0.3866133866133866
207,25,7,0.042819546015047553,0.01993869486402699,215,561,0.15984015984015984
