head_idx,layer,head_in_layer,avg_synergy,avg_redundancy,syn_balance,syn_red_score
492,15,12,0.04677958306226112,0.004103513402067594,0.9116835878136537,0.8629228514116025
493,15,13,0.021402033215596337,0.0026897436742925897,0.8842151189918511,0.6201098379049106
494,15,14,0.03316258934324721,0.003654554296650914,0.8938968306958084,0.7056932612107971
495,15,15,0.0393589311419889,0.006067504511491249,0.8584296279003306,0.3921738420072264
496,15,16,0.04764711128665187,0.005833254123827402,0.8814805456672749,0.5959370311167743
497,15,17,0.048697024438997594,0.004911611887642829,0.9017510602524889,0.7751222912671497
498,15,18,0.03994094681905959,0.0044330579691940035,0.8919366615678247,0.6883659549078435
499,15,19,0.0568803853660246,0.004153710603232567,0.9246439243214596,0.9774883331622027
500,15,20,0.033692189151119496,0.0030937565446794175,0.9093501848192946,0.8422962698405124
501,15,21,0.020033994698366475,0.002492216969829552,0.8826712153919409,0.6064621938338123
502,15,22,0.03718581165764877,0.003714219316498887,0.9008794282996567,0.7674173266217268
503,15,23,0.04108736065875907,0.004853429011390003,0.8849671956784398,0.6267579699083148
504,15,24,0.057572535158997136,0.005870664974205794,0.8931447049648606,0.699044695669991
505,15,25,0.03525697168927724,0.004280917493913376,0.8831178068303807,0.6104099280041191
506,15,26,0.03548535109857895,0.00504264699207922,0.8700498761472935,0.4948933460627766
507,15,27,0.05654650295518841,0.005415546604752982,0.9013950828457101,0.7719755579184152
508,15,28,0.015351097878600355,0.0028466225567383954,0.8414368255886694,0.24196257380785172
509,15,29,0.03921154290151238,0.004947716137008968,0.8830992178597997,0.6102456070878706
510,15,30,0.05241081195956678,0.005396818123549192,0.8976307710700512,0.7387001725317719
511,15,31,0.0501161071148215,0.004540480504269776,0.9088447957029796,0.8378287818592189
512,16,0,0.047037267524352146,0.005376497579061469,0.8854675371172562,0.6311808379367231
513,16,1,0.03773976454061667,0.003973315833461316,0.8957127611678104,0.7217455411207518
514,16,2,0.022384442120397568,0.0025107807612368364,0.8928054186647124,0.6960455066902566
515,16,3,0.03628185888240275,0.0046264045768868245,0.8774891999395309,0.5606547337893265
516,16,4,0.02461514009476297,0.003399293244965696,0.8725316071142762,0.5168311023576476
517,16,5,0.04528948745810258,0.004480335674907994,0.9010308100073792,0.7687554954465103
518,16,6,0.039431914978858285,0.004287022142916225,0.8921305375219784,0.6900797601068129
519,16,7,0.05214210950184485,0.005528838881672729,0.8944968476602255,0.7109972309453468
520,16,8,0.03314021549852788,0.0035597176768801995,0.8953275691245054,0.7183405591605105
521,16,9,0.06596732561931641,0.0064150851066301865,0.9039046689454754,0.7941595452200605
522,16,10,0.048988847761485196,0.005150397693405406,0.8996152819169163,0.7562426523179611
523,16,11,0.04226756338788587,0.005152227997199836,0.8797027650249537,0.5802219842418924
524,16,12,0.04826909428987226,0.004689792292019984,0.9019206620353651,0.7766215200834138
525,16,13,0.04109523071484804,0.004557556793362728,0.8902795683680125,0.6737177487730885
526,16,14,0.035411833387872266,0.004974336607346723,0.8685365481231515,0.4815159808972901
527,16,15,0.03537485618905817,0.004768396422485562,0.8742045353101546,0.5316192851011693
528,16,16,0.042904672411584265,0.004191589667010197,0.9022432889585658,0.7794734451750139
529,16,17,0.03689579345991854,0.0031425536392975153,0.9161900350350505,0.9027584912186419
530,16,18,0.04254518114536536,0.004525319020887883,0.893346137321646,0.7008252971984603
531,16,19,0.04169560309704122,0.004171851974079833,0.9007243144012781,0.7660461663526043
532,16,20,0.041873842301396326,0.004754948587412945,0.8939852019860045,0.7064744368714864
533,16,21,0.038566469339191334,0.005130482952732367,0.8786627096515304,0.5710282071488533
534,16,22,0.0453919706524764,0.005665055322259997,0.883455094856827,0.6133914528445634
535,16,23,0.03983898646051247,0.005222544557490393,0.879107656053417,0.5749613996901609
536,16,24,0.041069461003058486,0.004299219259754889,0.8971743627120431,0.7346656597412511
537,16,25,0.03990291740553327,0.004755017081575363,0.8832274509841914,0.6113791493892969
538,16,26,0.0248111268334609,0.0034540314340991488,0.8732122883852164,0.5228481203322115
539,16,27,0.012253695053290558,0.0018885750478401023,0.8591063213819895,0.39815560912238174
540,16,28,0.03221431172815216,0.0035788870336974084,0.8934984237664614,0.7021714636273836
541,16,29,0.03091081961378169,0.003132049512697559,0.901650610913671,0.7742343492846048
542,16,30,0.04245843871137239,0.004712126089566322,0.892002381585102,0.6889469001198371
543,16,31,0.041797900980352944,0.005205998915560491,0.8790647158589306,0.5745818212691198
544,17,0,0.03493449714960617,0.003904704212912381,0.8952560302567307,0.7177081770579655
545,17,1,0.042696775223427755,0.004820925795104589,0.8913549222395518,0.6832235539866397
546,17,2,0.056527017523424365,0.008226687462469788,0.8644845285645698,0.4456973451302195
547,17,3,0.035333292874146306,0.004452086354984304,0.8796870812063629,0.5800833439965973
548,17,4,0.0456442023574506,0.005583873408684621,0.8853798865139122,0.630406032931329
549,17,5,0.04472392546164981,0.004607259155204587,0.8990484452490807,0.751231986438616
550,17,6,0.05561775147341063,0.006445542693104836,0.8837996422936303,0.616437148692007
551,17,7,0.05657228884706351,0.006327424459909447,0.8899561175782913,0.6708585409489167
552,17,8,0.03379273708005037,0.004052843618727103,0.8864133562511551,0.6395415949787028
553,17,9,0.04065698780592818,0.0052143975688686344,0.8786756502701164,0.5711425983300983
554,17,10,0.040381267394779714,0.004009274800360538,0.9011132519787262,0.7694842577096004
555,17,11,0.046640667489919505,0.005784586603528479,0.880135205036259,0.5840446240470845
556,17,12,0.044347656151093984,0.004585280732820934,0.8972530351494253,0.7353611004563716
557,17,13,0.04200053798771677,0.0038283088391543522,0.9094677290375663,0.8433353254225326
558,17,14,0.038490678648848795,0.003213142727119804,0.9182484269381931,0.920954057350203
559,17,15,0.023864743417399612,0.003512139901650533,0.865828083697695,0.4575739689348774
560,17,16,0.03587579608615692,0.0038296387105165946,0.8934409166605279,0.7016631180847058
561,17,17,0.02928387183201513,0.00424398814130645,0.8663566067830316,0.4622459542534244
562,17,18,0.050735396694915155,0.004735044234744797,0.9037706429336001,0.7929747955333255
563,17,19,0.05032580989887039,0.005008902416188827,0.9000004019213411,0.7596469974761403
564,17,20,0.05240807411552294,0.005913008597614381,0.8923237781771965,0.6917879494540217
565,17,21,0.03403877799198484,0.005649894718860718,0.8515578096538108,0.3314290328395832
566,17,22,0.061583154474397495,0.007417373200649882,0.8863192172832366,0.6387094347794211
567,17,23,0.03251924261783275,0.00468060361519341,0.8689645722695237,0.48529958578289534
568,17,24,0.04423797965213404,0.005526394957521849,0.8819466321903737,0.600057095979606
569,17,25,0.03909971057726581,0.004656398800199392,0.8881842184291447,0.6551954847070368
570,17,26,0.04438902842666301,0.004407240620284219,0.9013589590153039,0.7716562341083684
571,17,27,0.02908325038298654,0.003998054048533508,0.8749451522495465,0.5381661163815902
572,17,28,0.03809176338463655,0.004749158633010793,0.8766252742447338,0.5530178901501556
573,17,29,0.05438244393895473,0.003996853281191423,0.9233664170562306,0.9661955526705308
574,17,30,0.03746093128472489,0.004328484611456323,0.8854788953515771,0.6312812413163746
575,17,31,0.053613713194077886,0.006775655021844347,0.8770221224872239,0.5565259094099466
576,18,0,0.033888230633400594,0.004457981415997124,0.8772792575313783,0.5587989059629886
577,18,1,0.05288823349836919,0.004941504273698648,0.9068859645494466,0.8205133028485134
578,18,2,0.04345328787432954,0.004928851614311316,0.8901729552237533,0.672775320601903
579,18,3,0.03579485948145218,0.004472715436256801,0.8801201052799967,0.5839111467373358
580,18,4,0.0401484624718572,0.004707049511399116,0.8872425302568695,0.6468712441249672
581,18,5,0.03154938825067722,0.0032617629302645183,0.9000368694812941,0.7599693597521329
582,18,6,0.03326397963056829,0.0033091325709370153,0.900999237018923,0.7684763997123367
583,18,7,0.03393279414871063,0.003349549778763388,0.9038100411089889,0.7933230635694827
584,18,8,0.0461217992827042,0.005153130360132747,0.8903709016686396,0.6745251077162704
585,18,9,0.046417012641249616,0.0057529150345602435,0.8795915152527437,0.5792385696723551
586,18,10,0.03862017807234969,0.004491259968275213,0.8889930642585693,0.6623454388810024
587,18,11,0.040036940536900885,0.0040952338375673854,0.9018965613533888,0.7764084772940176
588,18,12,0.04307894731822127,0.004992194186794864,0.8894790656431307,0.6666415451372101
589,18,13,0.0407501027692317,0.004726860831332455,0.8932796499644332,0.7002375689319278
590,18,14,0.055285594210182504,0.006965144420044303,0.8820241357272394,0.6007422039652698
591,18,15,0.046702363967029197,0.006560209774109891,0.8699542610819819,0.49404813760592575
592,18,16,0.04033118445198812,0.004634531543601566,0.8887633661878769,0.6603149769319466
593,18,17,0.04360915696663331,0.005112091658292217,0.8869685219186177,0.6444490927204427
594,18,18,0.05955519513913118,0.005334501453266683,0.9073720822670531,0.824810437453896
595,18,19,0.04352551491997181,0.0048926686175633895,0.8903072453808597,0.6739624052531383
596,18,20,0.045434628466962466,0.005829687643803388,0.8764061836554273,0.5510811951503151
597,18,21,0.04834997185988977,0.005668556836136032,0.8891542152230494,0.6637699650010701
598,18,22,0.06013833268078549,0.0074274098863861705,0.8820631170057365,0.6010867867581305
599,18,23,0.04222161978488311,0.00546522543693714,0.8791568873506469,0.5753965895697565
600,18,24,0.03394873389425385,0.004207853055447315,0.8835838023969825,0.6145291888388384
601,18,25,0.052476622993361345,0.0051676981504284085,0.9027583641331678,0.7840265550021017
602,18,26,0.04963824000878085,0.004638272477386271,0.9072030754107774,0.8233164676100788
603,18,27,0.05506150225933188,0.004934166612207957,0.9096668443590903,0.8450954450552735
604,18,28,0.03667442128753183,0.0038452733315425397,0.8974786534249514,0.7373554982416306
605,18,29,0.04252129913045519,0.004000131144802431,0.9069929418338772,0.8214589499094357
606,18,30,0.037442090621113346,0.004445449684243778,0.8865675108992219,0.6409042757632046
607,18,31,0.04279746701588525,0.0046795670223120376,0.8937030795614295,0.7039805593811435
608,19,0,0.034729932920668255,0.0030266879874897615,0.9144202408427587,0.8871140421630794
609,19,1,0.04907395827541209,0.004413932401775728,0.9085910988304037,0.8355861777101851
610,19,2,0.04953744127548309,0.003763363236177569,0.9205936333592577,0.9416849776679004
611,19,3,0.04851450971375988,0.004319366875691233,0.9099676351030985,0.8477543448818844
612,19,4,0.04605386312832045,0.004947323218274561,0.8911793539924019,0.6816715834183812
613,19,5,0.04548254783344143,0.004822670569757699,0.8953185193057821,0.718260561481348
614,19,6,0.04275644852440671,0.0051981641477672385,0.88338495202978,0.6127714113227125
615,19,7,0.05661969483893217,0.007297380747105383,0.8788317895209359,0.5725228224068062
616,19,8,0.03557021031878835,0.004620026833935421,0.8756046921224682,0.5439962507480467
617,19,9,0.06763004951097532,0.0056563659274996405,0.9095363201256718,0.8439416500382447
618,19,10,0.02865025295671191,0.0044637976342367346,0.8580407614446707,0.38873637934547395
619,19,11,0.0536809889505757,0.005676977442313043,0.8941835734941909,0.7082279814177468
620,19,12,0.05132403678763496,0.00498788697400984,0.9053136540146668,0.8066145500059388
621,19,13,0.044158892277044004,0.004674610320751571,0.9000088698225649,0.7597218511794013
622,19,14,0.05514651917330176,0.004974385342766606,0.907854280514121,0.8290729251170328
623,19,15,0.05374101960707381,0.006240331245379153,0.8902107218728582,0.6731091664357829
624,19,16,0.07206415710146384,0.007858498404425979,0.8875531071855296,0.6496166508843624
625,19,17,0.05903157232642842,0.005541199961904623,0.8970436426773795,0.7335101339000297
626,19,18,0.029704329014858685,0.003953871788958507,0.8734728626787199,0.5251515188164313
627,19,19,0.04168267580893205,0.004522991309889432,0.8938425413352544,0.7052133595707394
628,19,20,0.03032741331935385,0.00514147467929018,0.8449948940303978,0.27341483007316664
629,19,21,0.05379568049962259,0.005627892503990772,0.8930021751530176,0.6977847749458813
630,19,22,0.0454774815719605,0.005991018719660232,0.8720005267925937,0.5121365118379351
631,19,23,0.049624143430801744,0.0055271073793838835,0.8892828142405012,0.664906741687242
632,19,24,0.037065435862378905,0.006858474312009089,0.8377614762673221,0.20947358979510747
633,19,25,0.03448713498659327,0.006413328236813963,0.8375555608158474,0.2076533590561997
634,19,26,0.040008826796217284,0.006883242848795005,0.8447333965066768,0.27110327051114064
